Trading_Pair_ID,VASP_ID,VASP_Name,From_Symbol,From_Chain,To_Symbol,To_Chain,Is_Privacy,Is_Fiat
c8bf12f5-b278-4bd6-9b9e-a05dd3d828a8,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ASD,,USDT,,false,false
b7ac2c54-229e-4669-9a07-af71256642bc,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,FET,,USDT,,false,false
18fc3316-44eb-4e1c-957a-b673c1d83fde,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,NEO,,USDT,,false,false
e116dd72-e3b3-4445-8e8a-374aba733623,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ONT,,USDT,,false,false
8fece956-abaa-4c51-b233-b0d487298957,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ZRX,,USDT,,false,false
87ad560d-2f75-4482-9f93-5b41633b5559,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ZIL,,USDT,,false,false
8bb280dc-1562-4c29-89fd-7e5ce81e8a8b,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,VET,,USDT,,false,false
57057bd5-4349-4246-b5f0-0e1a647e2b19,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BAT,,USDT,,true,false
92ec6b76-19b2-4d49-bf44-04611bd9579b,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BCH,,USDT,,false,false
4adf82d7-c649-45fa-9c50-5c3aebea58e0,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,XRP,,BTC,,false,false
eb22a198-ba30-44fc-9deb-1ce10aaa3368,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BNB,,BTC,,false,false
b82d15de-b945-4eef-b8f8-0fddac0227dc,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ALGO,,USDT,,false,false
098fbefa-2827-42af-b3ea-f11b7649f247,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,QTUM,,USDT,,false,false
5a21b331-bb27-4398-b09e-e119f9498cb3,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ZEC,,USDT,,true,false
7ef88c38-bc7c-4031-8eb7-559296897ce9,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,XTZ,,BTC,,false,false
7c326439-f92b-478b-83f4-e5d0c54bbf65,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,KAVA,,BTC,,false,false
73275d62-b275-49bb-949d-7762af86e6ff,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,DOT,,USDT,,false,false
ca7e68d3-39de-4735-b1d7-bac11c1de7e7,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,FLOKI,,USDT,,false,false
e18c05e9-154d-4edd-9c69-4fb551d1b007,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,IOST,,USDT,,false,false
e2fc93a1-9821-4adc-9a54-05c60c7dd492,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,LINK,,BTC,,false,false
50c93a4a-d89a-4d3e-88ce-8cacf5152a8f,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ATOM,,BTC,,false,false
f3fd0754-f1ba-420a-ac1b-50a36009bbf8,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ETC,,USDT,,false,false
61c91fa1-1d9d-4ebf-88bd-aa6f5396d125,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,LTC,,BTC,,false,false
ad640ad1-e6f1-4a26-a409-f5c7ee8bc99d,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,QTUM,,BTC,,false,false
cf9398d8-06c9-42e4-9d81-8784c46ee783,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,1INCH,,USDT,,false,false
2d19cb52-b971-40d9-9bff-d7507101f3f3,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,CRV,,USDT,,false,false
29866359-7e38-4f23-8455-04f82dd7d115,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,WOO,,USDT,,false,false
df0c012a-90f2-4233-bd27-de947583a6f3,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,FIO,,USDT,,false,false
cd761d61-4650-4aa5-9215-e8b8a7a7e99f,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,AAVE,,USDT,,false,false
11ae86af-e182-45e5-bebd-3669297fa0af,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,M87,,USDT,,false,false
1667c85b-c6b3-4109-8a9c-34b06d99cda7,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,UNI,,USDT,,false,false
48c7d006-b20b-42ce-91a4-716d22b3b862,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ZRX,,BTC,,false,false
9826aaf1-d9ca-406e-bda8-7c85b1405978,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,LTO,,USDT,,false,false
d15f1190-b950-4e48-86fd-7c3aaca37a4b,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,RVN,,USDT,,false,false
4cdafdd8-c9d1-41b5-b299-ac79648c9888,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,VANRY,,USDT,,false,false
041c93c5-cfad-4632-a81d-f1152e92eb91,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,XTZ,,USDT,,false,false
bd971e89-3d6b-46ab-b597-407fd1872b10,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BOBLS,,USDT,,false,false
a2ac35b4-c119-48aa-8925-6c77b720d890,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,CKB,,USDT,,false,false
64042e42-19bf-4219-a151-96212f022153,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,AAST,,USDT,,false,false
149def32-b9d6-498a-b884-57edbcad32e2,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,EGLD,,USDT,,false,false
ea75108c-1e3d-4d74-9b3b-8233532c699f,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,UOS,,USDT,,false,false
7ddbb9cc-7580-4c52-b360-e73dddd612e6,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,OXY,,USDT,,false,false
1edf8978-b039-4e5e-b8a5-d3b469998286,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ZEE,,USDT,,false,false
aea0e3c8-d0e8-41e7-b261-d49905bc58db,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,FREL,,USDT,,false,false
25ea32e9-0565-4adb-8ab8-89f333e88b28,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ELF,,USDT,,false,false
cd537909-9ccf-48ae-a832-e43194c23e25,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,RUNE,,USDT,,false,false
1672e512-2fe4-45e1-bf06-054cbdd44eaa,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,HTR,,USDT,,false,false
527f3925-92f2-4574-8afa-17b09c173d9d,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,SMTY,,USDT,,false,false
b44f7003-776b-4f66-b5d9-e7597852bf5e,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,DASH,,USDT,,true,false
3a244168-55f4-4fb8-a944-19d772a819bc,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,MARSH,,USDT,,false,false
401f07a0-21d7-44e0-b101-5f636c91ea96,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,NIOX,,USDT,,false,false
72e80bc8-8f67-4304-bc2e-034bea959717,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,CWS,,USDT,,false,false
196235fe-03ba-4be8-a590-55d8c9c7fdc1,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ZIG,,USDT,,false,false
d104ea17-1266-4bec-8518-c9138da8c197,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,XEM,,USDT,,false,false
ff2fa1f3-0644-4bf1-bf70-0a2cac8df286,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,EOS,,USD,,false,true
c0e77f16-d93b-44c9-88f4-704ad564633c,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,OM,,USDT,,false,false
046dadda-0c4d-4098-b9a9-9ce1a068c980,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,CSPR,,USDT,,false,false
1d28fc30-8659-4a03-8254-690d61c9bc9a,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,POL,,USD,,false,true
1ca6afb9-3fe0-4625-be05-3dc4e572b1c1,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,USDT,,USD,,false,true
6df99b37-b1e4-4ff2-848f-b018da97ec95,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,HARD,,USDT,,false,false
22b03478-d8bb-460f-a415-fe679348abcf,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,FTT,,USDT,,false,false
d08ce824-f9ec-4bb9-9041-4ce366623fc1,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ALGO,,USD,,false,true
aea28541-b0e6-43c4-b591-e10d0b2dc45e,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,LKR,,USDT,,false,true
f8b182a5-0a8f-4fe8-a6d9-7442356f99e7,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,USDX,,USDT,,false,false
00bc7c01-9e15-4cdd-a05a-c774425ffd35,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ATOM,,USD,,false,true
d5ed1060-38ae-4ad5-b7ea-60f5cf70a0d7,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,KAVA,,USDT,,false,false
7a00d541-7c08-4393-a18d-c2b83f9e6d84,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ZIL,,USD,,false,true
35f7f821-0290-497b-9fcf-c46c2b6b4ba5,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,TRX,,USD,,false,true
5ac8dee2-54fa-4b52-9dbc-ddf7417bff30,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,VET,,USD,,false,true
ce052b3d-9960-49d4-9476-6ab89c802d07,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,FTT,,USD,,false,true
91849d9d-0354-4133-95b7-fc8c6e1258c7,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,LINK,,USD,,false,true
58c32903-732c-4a8b-84fd-1abee44dbdbd,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,XRP,,USD,,false,true
be0c145c-e7d1-4536-b2d2-a93a2d3c8f51,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BMT,,USDT,,false,false
48a9e685-5bbe-49d0-81e4-be477703217a,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,CAPS,,USDT,,false,false
735190cc-1265-46ec-866b-986981b487ba,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ADA,,USD,,false,true
8591c6b5-360b-493a-9a72-1190e8a74389,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BNC,,USDT,,false,false
f4e3968c-99b9-403d-a282-7fbbcf8cf6a0,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BTC,,USD,,false,true
41163b28-eaa4-4ebc-ae97-dfc3e57d00b5,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,DOT,,USD,,false,true
7098067b-be0f-44c6-8492-a5b1c5fb3d6b,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,MUBARAK,,USDT,,false,false
cfeb7db4-e862-4966-bab7-1702298b2167,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,KEX,,USDT,,false,false
eaf96c4a-9f23-4cd0-a4b0-a3af2d777c75,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,AUCTION,,USDT,,false,false
ce13d1b7-aadf-495a-a16e-7a8c18c59f98,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,LINA,,USDT,,false,false
75c7e85e-d461-44ab-8d75-3524e025dc35,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,GAU,,USDT,,false,false
433739a1-5e3a-4b58-86ed-473b9221e7a8,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,SOL,,USD,,false,true
29bf6a48-3cde-459c-8138-abb2a19157da,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BNB,,USD,,false,true
8eb28ebf-52ef-4746-ac70-e874769d94f1,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,XCAD,,USDT,,false,false
0e36bfa6-78b1-4513-a5cd-603a3fa75ce3,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,HAGGIS,,USDT,,false,false
8e67b331-72b1-4912-93e1-0c04fbe86e58,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,XPRT,,USDT,,false,false
b18659f0-52d4-4df5-9351-ddccd32af957,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,AKT,,USDT,,false,false
3f1a6266-c440-4be1-976e-3733deae4e1c,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,GEEQ,,USDT,,false,false
07061a73-70d1-46ba-a173-3127d765de97,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,MWC,,USDT,,false,false
0036a8af-c303-41a7-8759-b3f4318f4905,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,MCTP,,USDT,,false,false
3727d645-4e23-4ece-ab7f-18209990bf48,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,MAGA,,USDT,,false,false
39e5e597-100b-4b21-819f-eb9ffe735014,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,RED,,USDT,,false,false
4288ba5e-10f2-4d94-909d-51afaf6c0c47,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,LTC,,USDT,,false,false
890a0450-b474-4cbc-99d1-5624c0916c3e,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,XDAI,,USDT,,false,false
c1e6863d-5e20-4f8c-ae8f-3c09c450bf55,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ROUTE,,USDT,,false,false
13164a23-7c55-437c-b052-fd1ddb2c5cd1,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,RUNECOIN,,USDT,,false,false
5d32d575-5e84-40f0-bb82-3ee789bca057,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,LYK,,USDT,,false,false
5be87857-5435-4133-8e71-ce1947290812,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,HULEZHI,,USDT,,false,false
825d6414-ab94-4068-9b00-4e05db77035c,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BULL,,USDT,,false,false
758c8715-b480-4d9b-901e-04e890f8b7af,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,IMX,,USDT,,false,false
986cb3c3-823f-43b4-b2f3-ec4cb65b8fe8,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,COTI,,USDT,,false,false
cf7a7be8-43c7-41fe-b316-ee52265363f3,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,FARTCOIN,,USDT,,false,false
f00c34c1-c76b-496d-bdec-d04884c8f54b,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BAND,,USDT,,false,false
f9dd176e-2acb-426b-9e99-b56421a6c112,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ALON,,USDT,,false,false
aae40337-104e-4d10-bd61-40364c02f3bc,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ENJ,,USDT,,false,false
696b88d8-1210-448a-b280-f38d62eaddf5,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,LADYS,,USDT,,false,false
955ab252-2190-4d3f-abb1-5ab081d62aa6,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,TRX,,BTC,,false,false
abe7355f-a65e-4dee-ad41-57987b3999da,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,TST,,USDT,,false,false
acbdeea2-ff30-4037-9ad2-1c9aecaa05bf,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,AEVO,,USDT,,false,false
12025d89-c54e-480e-a540-e8571e606d0b,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ACX,,USDT,,false,false
25364ebc-28ee-48f0-8a01-6a608b41386f,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,RPL,,USDT,,false,false
32df1467-e673-43cb-83a7-948973cd02e5,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,FXS,,USDT,,false,false
c5c3cb11-08ff-4c75-a80e-5cefb756baa7,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,QNT,,USDT,,false,false
56838fbc-7c3c-4436-a90f-d79cf314cca0,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,SFP,,USDT,,false,false
ef5a0ffc-7ac6-4876-84f6-866f1e3b8b8c,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,SSV,,USDT,,false,false
ecdb7745-1708-4de0-9665-b3e7a6dfb309,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ZKF,,USDT,,false,false
645b2654-e22e-4abd-8c0a-53a78d3459d7,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,LRC,,USDT,,false,false
9e38688e-5c97-455e-8fad-e1da3947b55a,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,PDEX,,USDT,,false,false
d6ecccb8-470f-427e-a198-7c0ec9daab7e,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,WIF,,USDT,,false,false
b560805b-8b5d-45fe-8e7c-70f4a9d039cc,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,TRAXX,,USDT,,false,false
869e15ee-7ea6-4381-ba9a-d86892a53e40,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,DINGO,,USDT,,false,false
34fbe068-416c-4f11-bebf-3c61542510f6,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,KIBSHI,,USDT,,false,false
eb2e8329-5a9a-497b-8eec-57959792ebfe,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,$ZK,,USDT,,false,false
db8c1403-cc5d-47a8-8a6e-2110b51b8fdc,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,GNO,,USDT,,false,false
422eae73-2a0b-482d-b5d5-319f4f7bda0b,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ARKM,,USDT,,false,false
b593f027-fe23-44b5-a9f0-a80c09933ca0,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ALICE,,USDT,,false,false
2be18278-7404-4d6f-8f96-98c37553be1b,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,MOVE,,USDT,,false,false
cf9ed0e6-3b76-4e48-a470-883979fbb38e,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,JUP,,USDT,,false,false
155bff57-2954-45f2-844f-90b9eaa12eff,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BONK,,USDT,,false,false
0566988f-23ea-49b8-b8f0-30a04ee43498,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,LUMIA,,USDT,,false,false
05c2425b-71e2-4475-ac1a-13bcc4a4c58c,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,YCT,,USDT,,false,false
8725f749-3f6b-49da-aaac-03140752fb07,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ME,,USDT,,false,false
fc867300-566c-4226-b499-b3913c65dff3,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,CELR,,USDT,,false,false
2f4f2bd7-038c-43e4-a79a-945be228dc2d,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,SNX,,USDT,,false,false
6053fffc-4df1-415d-a5f6-09835ea4cb3c,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BOLT,,USDT,,false,false
c7c4b071-3a25-44f8-a856-1e2e61866225,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,AIXBT,,USDT,,false,false
996748c3-1929-4aa3-a56d-e316af0a57c4,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BLUR,,USDT,,false,false
e43852d4-7516-4d2f-bf7f-87d95b7fe50c,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,HFT,,USDT,,false,false
f2ecfac8-6598-4b26-9252-042319ea356b,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,OMNI,,USDT,,false,false
c60c6feb-fb17-4218-8690-b7e09bdff3ea,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,VVV,,USDT,,false,false
0400cfac-7677-48e0-a770-2e8ac06df5cd,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,ANKR,,USDT,,false,false
e1402d97-583d-4676-9d98-b5921cc102af,ef53a1d1-5e87-4bb3-abe9-8db2f17a2fe9,AscendEX,BIG,,USDT,,false,false
